Country,Indicator Code,Indicator Name,Year,Value
TUN,SE.ENR.PRIM.FM.ZS,Female to male enrollment primary,2010,0.996079981327057
TUN,SE.ENR.PRIM.FM.ZS,Female to male enrollment primary,2009,0.994870007038116
TUN,SE.ENR.PRIM.FM.ZS,Female to male enrollment primary,2008,0.988030016422272
TUN,SE.ENR.PRIM.FM.ZS,Female to male enrollment primary,2007,0.985230028629303
TUN,SE.ENR.PRIM.FM.ZS,Female to male enrollment primary,2006,0.98565000295639
TUN,SE.ENR.PRIM.FM.ZS,Female to male enrollment primary,2005,0.985859990119934
TUN,SE.ENR.PRIM.FM.ZS,Female to male enrollment primary,2004,0.984730005264282
TUN,SE.ENR.PRIM.FM.ZS,Female to male enrollment primary,2003,0.982389986515045
TUN,SE.ENR.PRIM.FM.ZS,Female to male enrollment primary,2002,0.977850019931793
TUN,SE.ENR.PRIM.FM.ZS,Female to male enrollment primary,2001,0.973169982433319
TUN,SE.ENR.PRIM.FM.ZS,Female to male enrollment primary,2000,0.963069975376129
TUN,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2024,
TUN,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2023,
TUN,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2022,
TUN,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2021,
TUN,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2020,
TUN,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2019,
TUN,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2018,
TUN,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2017,
TUN,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2016,1.14288997650146
TUN,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2015,
TUN,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2014,
TUN,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2013,
TUN,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2012,
TUN,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2011,1.07506000995636
TUN,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2010,1.09621000289917
TUN,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2009,1.09666001796722
TUN,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2008,1.09670996665955
TUN,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2007,
TUN,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2006,1.10793995857239
TUN,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2005,1.10442996025085
TUN,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2004,
TUN,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2003,1.07445001602173
TUN,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2002,1.03504002094269
TUN,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2001,1.04320001602173
TUN,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2000,1.0456999540329
TUN,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2024,
TUN,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2023,1.43131995201111
TUN,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2022,1.42010998725891
TUN,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2021,1.41068994998932
TUN,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2020,1.42092001438141
TUN,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2019,1.42165005207062
TUN,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2018,1.4151200056076
TUN,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2017,1.42093002796173
TUN,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2016,1.40515005588531
TUN,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2015,1.38382995128632
TUN,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2014,1.38252997398376
TUN,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2013,1.36599004268646
TUN,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2012,1.35469996929169
TUN,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2011,1.36891996860504
TUN,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2010,1.33815002441406
TUN,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2009,1.32072997093201
TUN,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2008,1.30639004707336
TUN,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2007,1.3062299489975
TUN,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2006,1.28066003322601
TUN,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2005,1.18624997138977
TUN,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2004,1.23638999462128
TUN,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2003,1.19510996341705
TUN,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2002,1.16006004810333
TUN,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2001,1.09654998779297
TUN,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2000,1.04542994499207
TUN,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2024,
TUN,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2023,
TUN,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2022,
TUN,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2021,
TUN,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2020,
TUN,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2019,
TUN,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2018,
TUN,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2017,
TUN,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2016,44.6150703430176
TUN,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2015,43.7099800109863
TUN,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2014,42.8175392150879
TUN,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2013,41.3067092895508
TUN,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2012,44.3199996948242
TUN,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2011,
TUN,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2010,
TUN,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2009,
TUN,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2008,
TUN,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2007,
TUN,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2006,
TUN,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2005,
TUN,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2004,
TUN,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2003,
TUN,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2002,20.2551307678223
TUN,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2001,17.1346206665039
TUN,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2000,15.887900352478
TUN,SE.PRM.AGES,Primary school starting age,2024,
TUN,SE.PRM.AGES,Primary school starting age,2023,6.0
TUN,SE.PRM.AGES,Primary school starting age,2022,6.0
TUN,SE.PRM.AGES,Primary school starting age,2021,6.0
TUN,SE.PRM.AGES,Primary school starting age,2020,6.0
TUN,SE.PRM.AGES,Primary school starting age,2019,6.0
TUN,SE.PRM.AGES,Primary school starting age,2018,6.0
TUN,SE.PRM.AGES,Primary school starting age,2017,6.0
TUN,SE.PRM.AGES,Primary school starting age,2016,6.0
TUN,SE.PRM.AGES,Primary school starting age,2015,6.0
TUN,SE.PRM.AGES,Primary school starting age,2014,6.0
TUN,SE.PRM.AGES,Primary school starting age,2013,6.0
TUN,SE.PRM.AGES,Primary school starting age,2012,6.0
TUN,SE.PRM.AGES,Primary school starting age,2011,6.0
TUN,SE.PRM.AGES,Primary school starting age,2010,6.0
TUN,SE.PRM.AGES,Primary school starting age,2009,6.0
TUN,SE.PRM.AGES,Primary school starting age,2008,6.0
TUN,SE.PRM.AGES,Primary school starting age,2007,6.0
TUN,SE.PRM.AGES,Primary school starting age,2006,6.0
TUN,SE.PRM.AGES,Primary school starting age,2005,6.0
TUN,SE.PRM.AGES,Primary school starting age,2004,6.0
TUN,SE.PRM.AGES,Primary school starting age,2003,6.0
TUN,SE.PRM.AGES,Primary school starting age,2002,6.0
TUN,SE.PRM.AGES,Primary school starting age,2001,6.0
TUN,SE.PRM.AGES,Primary school starting age,2000,6.0
TUN,SE.PRM.CMPT.FE.ZS,Primary completion rate female,2024,
TUN,SE.PRM.CMPT.FE.ZS,Primary completion rate female,2023,
TUN,SE.PRM.CMPT.FE.ZS,Primary completion rate female,2022,
TUN,SE.PRM.CMPT.FE.ZS,Primary completion rate female,2021,99.5178298950195
TUN,SE.PRM.CMPT.FE.ZS,Primary completion rate female,2020,99.7397308349609
TUN,SE.PRM.CMPT.FE.ZS,Primary completion rate female,2019,
TUN,SE.PRM.CMPT.FE.ZS,Primary completion rate female,2018,
TUN,SE.PRM.CMPT.FE.ZS,Primary completion rate female,2017,91.1806182861328
TUN,SE.PRM.CMPT.FE.ZS,Primary completion rate female,2016,94.1388702392578
TUN,SE.PRM.CMPT.FE.ZS,Primary completion rate female,2015,98.6545562744141
TUN,SE.PRM.CMPT.FE.ZS,Primary completion rate female,2014,98.4665679931641
TUN,SE.PRM.CMPT.FE.ZS,Primary completion rate female,2013,97.1622695922852
TUN,SE.PRM.CMPT.FE.ZS,Primary completion rate female,2012,
TUN,SE.PRM.CMPT.FE.ZS,Primary completion rate female,2011,
TUN,SE.PRM.CMPT.FE.ZS,Primary completion rate female,2010,98.4923324584961
TUN,SE.PRM.CMPT.FE.ZS,Primary completion rate female,2009,88.2241668701172
TUN,SE.PRM.CMPT.FE.ZS,Primary completion rate female,2008,88.9917602539062
TUN,SE.PRM.CMPT.FE.ZS,Primary completion rate female,2007,97.0740966796875
TUN,SE.PRM.CMPT.FE.ZS,Primary completion rate female,2006,
TUN,SE.PRM.CMPT.FE.ZS,Primary completion rate female,2005,97.7132263183594
TUN,SE.PRM.CMPT.FE.ZS,Primary completion rate female,2004,96.0158767700195
TUN,SE.PRM.CMPT.FE.ZS,Primary completion rate female,2003,93.832649230957
TUN,SE.PRM.CMPT.FE.ZS,Primary completion rate female,2002,91.5389709472656
TUN,SE.PRM.CMPT.FE.ZS,Primary completion rate female,2001,88.9365310668945
TUN,SE.PRM.CMPT.FE.ZS,Primary completion rate female,2000,85.5148773193359
TUN,SE.PRM.CMPT.MA.ZS,Primary completion rate male,2024,
TUN,SE.PRM.CMPT.MA.ZS,Primary completion rate male,2023,
TUN,SE.PRM.CMPT.MA.ZS,Primary completion rate male,2022,
TUN,SE.PRM.CMPT.MA.ZS,Primary completion rate male,2021,94.9821624755859
TUN,SE.PRM.CMPT.MA.ZS,Primary completion rate male,2020,95.84619140625
TUN,SE.PRM.CMPT.MA.ZS,Primary completion rate male,2019,
TUN,SE.PRM.CMPT.MA.ZS,Primary completion rate male,2018,
TUN,SE.PRM.CMPT.MA.ZS,Primary completion rate male,2017,82.9552536010742
TUN,SE.PRM.CMPT.MA.ZS,Primary completion rate male,2016,88.4124069213867
TUN,SE.PRM.CMPT.MA.ZS,Primary completion rate male,2015,95.9537811279297
TUN,SE.PRM.CMPT.MA.ZS,Primary completion rate male,2014,95.6659927368164
TUN,SE.PRM.CMPT.MA.ZS,Primary completion rate male,2013,94.7195129394531
TUN,SE.PRM.CMPT.MA.ZS,Primary completion rate male,2012,
TUN,SE.PRM.CMPT.MA.ZS,Primary completion rate male,2011,
TUN,SE.PRM.CMPT.MA.ZS,Primary completion rate male,2010,97.6100006103516
TUN,SE.PRM.CMPT.MA.ZS,Primary completion rate male,2009,85.2613067626953
TUN,SE.PRM.CMPT.MA.ZS,Primary completion rate male,2008,89.194938659668
TUN,SE.PRM.CMPT.MA.ZS,Primary completion rate male,2007,98.3671417236328
TUN,SE.PRM.CMPT.MA.ZS,Primary completion rate male,2006,
TUN,SE.PRM.CMPT.MA.ZS,Primary completion rate male,2005,95.9878082275391
TUN,SE.PRM.CMPT.MA.ZS,Primary completion rate male,2004,94.3197479248047
TUN,SE.PRM.CMPT.MA.ZS,Primary completion rate male,2003,92.6957702636719
TUN,SE.PRM.CMPT.MA.ZS,Primary completion rate male,2002,90.7456665039062
TUN,SE.PRM.CMPT.MA.ZS,Primary completion rate male,2001,88.2168579101562
TUN,SE.PRM.CMPT.MA.ZS,Primary completion rate male,2000,85.9419174194336
TUN,SE.PRM.CMPT.ZS,Primary completion rate,2024,
TUN,SE.PRM.CMPT.ZS,Primary completion rate,2023,
TUN,SE.PRM.CMPT.ZS,Primary completion rate,2022,
TUN,SE.PRM.CMPT.ZS,Primary completion rate,2021,97.1743621826172
TUN,SE.PRM.CMPT.ZS,Primary completion rate,2020,97.7275619506836
TUN,SE.PRM.CMPT.ZS,Primary completion rate,2019,
TUN,SE.PRM.CMPT.ZS,Primary completion rate,2018,
TUN,SE.PRM.CMPT.ZS,Primary completion rate,2017,86.9319686889648
TUN,SE.PRM.CMPT.ZS,Primary completion rate,2016,91.1808471679688
TUN,SE.PRM.CMPT.ZS,Primary completion rate,2015,97.2605209350586
TUN,SE.PRM.CMPT.ZS,Primary completion rate,2014,97.0216369628906
TUN,SE.PRM.CMPT.ZS,Primary completion rate,2013,95.9014511108398
TUN,SE.PRM.CMPT.ZS,Primary completion rate,2012,
TUN,SE.PRM.CMPT.ZS,Primary completion rate,2011,
TUN,SE.PRM.CMPT.ZS,Primary completion rate,2010,98.0381317138672
TUN,SE.PRM.CMPT.ZS,Primary completion rate,2009,86.7006683349609
TUN,SE.PRM.CMPT.ZS,Primary completion rate,2008,89.0962371826172
TUN,SE.PRM.CMPT.ZS,Primary completion rate,2007,97.7389526367188
TUN,SE.PRM.CMPT.ZS,Primary completion rate,2006,
TUN,SE.PRM.CMPT.ZS,Primary completion rate,2005,96.8245697021484
TUN,SE.PRM.CMPT.ZS,Primary completion rate,2004,95.1410980224609
TUN,SE.PRM.CMPT.ZS,Primary completion rate,2003,93.2461090087891
TUN,SE.PRM.CMPT.ZS,Primary completion rate,2002,91.1300277709961
TUN,SE.PRM.CMPT.ZS,Primary completion rate,2001,88.5659332275391
TUN,SE.PRM.CMPT.ZS,Primary completion rate,2000,85.7344818115234
TUN,SE.PRM.ENRL,Primary enrollment total,2024,
TUN,SE.PRM.ENRL,Primary enrollment total,2023,1337527.0
TUN,SE.PRM.ENRL,Primary enrollment total,2022,1321163.0
TUN,SE.PRM.ENRL,Primary enrollment total,2021,1303758.0
TUN,SE.PRM.ENRL,Primary enrollment total,2020,1269412.0
TUN,SE.PRM.ENRL,Primary enrollment total,2019,
TUN,SE.PRM.ENRL,Primary enrollment total,2018,1201736.0
TUN,SE.PRM.ENRL,Primary enrollment total,2017,1170470.0
TUN,SE.PRM.ENRL,Primary enrollment total,2016,1139314.0
TUN,SE.PRM.ENRL,Primary enrollment total,2015,1114883.0
TUN,SE.PRM.ENRL,Primary enrollment total,2014,1089220.0
TUN,SE.PRM.ENRL,Primary enrollment total,2013,1063291.0
TUN,SE.PRM.ENRL,Primary enrollment total,2012,1046671.0
TUN,SE.PRM.ENRL,Primary enrollment total,2011,1027970.0
TUN,SE.PRM.ENRL,Primary enrollment total,2010,1030109.0
TUN,SE.PRM.ENRL,Primary enrollment total,2009,1025044.0
TUN,SE.PRM.ENRL,Primary enrollment total,2008,1036445.0
TUN,SE.PRM.ENRL,Primary enrollment total,2007,1068822.0
TUN,SE.PRM.ENRL,Primary enrollment total,2006,1134414.0
TUN,SE.PRM.ENRL,Primary enrollment total,2005,1184301.0
TUN,SE.PRM.ENRL,Primary enrollment total,2004,1228347.0
TUN,SE.PRM.ENRL,Primary enrollment total,2003,1277124.0
TUN,SE.PRM.ENRL,Primary enrollment total,2002,1325707.0
TUN,SE.PRM.ENRL,Primary enrollment total,2001,1373904.0
TUN,SE.PRM.ENRL,Primary enrollment total,2000,1413795.0
TUN,SE.PRM.NENR,Primary net enrollment rate,2024,
TUN,SE.PRM.NENR,Primary net enrollment rate,2023,
TUN,SE.PRM.NENR,Primary net enrollment rate,2022,
TUN,SE.PRM.NENR,Primary net enrollment rate,2021,
TUN,SE.PRM.NENR,Primary net enrollment rate,2020,
TUN,SE.PRM.NENR,Primary net enrollment rate,2019,
TUN,SE.PRM.NENR,Primary net enrollment rate,2018,
TUN,SE.PRM.NENR,Primary net enrollment rate,2017,
TUN,SE.PRM.NENR,Primary net enrollment rate,2016,
TUN,SE.PRM.NENR,Primary net enrollment rate,2015,
TUN,SE.PRM.NENR,Primary net enrollment rate,2014,
TUN,SE.PRM.NENR,Primary net enrollment rate,2013,97.80391
TUN,SE.PRM.NENR,Primary net enrollment rate,2012,97.47715
TUN,SE.PRM.NENR,Primary net enrollment rate,2011,98.82468
TUN,SE.PRM.NENR,Primary net enrollment rate,2010,98.15464
TUN,SE.PRM.NENR,Primary net enrollment rate,2009,97.53303
TUN,SE.PRM.NENR,Primary net enrollment rate,2008,96.3229
TUN,SE.PRM.NENR,Primary net enrollment rate,2007,96.12795
TUN,SE.PRM.NENR,Primary net enrollment rate,2006,97.29862
TUN,SE.PRM.NENR,Primary net enrollment rate,2005,98.74059
TUN,SE.PRM.NENR,Primary net enrollment rate,2004,97.63585
TUN,SE.PRM.NENR,Primary net enrollment rate,2003,97.86293
TUN,SE.PRM.NENR,Primary net enrollment rate,2002,98.33273
TUN,SE.PRM.NENR,Primary net enrollment rate,2001,97.08488
TUN,SE.PRM.NENR,Primary net enrollment rate,2000,95.23478
TUN,SE.PRM.OENR.ZS,Over-age students primary,2024,
TUN,SE.PRM.OENR.ZS,Over-age students primary,2023,
TUN,SE.PRM.OENR.ZS,Over-age students primary,2022,
TUN,SE.PRM.OENR.ZS,Over-age students primary,2021,
TUN,SE.PRM.OENR.ZS,Over-age students primary,2020,
TUN,SE.PRM.OENR.ZS,Over-age students primary,2019,
TUN,SE.PRM.OENR.ZS,Over-age students primary,2018,5.24458
TUN,SE.PRM.OENR.ZS,Over-age students primary,2017,4.76621
TUN,SE.PRM.OENR.ZS,Over-age students primary,2016,4.35069
TUN,SE.PRM.OENR.ZS,Over-age students primary,2015,4.44746
TUN,SE.PRM.OENR.ZS,Over-age students primary,2014,4.70924
TUN,SE.PRM.OENR.ZS,Over-age students primary,2013,4.78966
TUN,SE.PRM.OENR.ZS,Over-age students primary,2012,4.82023
TUN,SE.PRM.OENR.ZS,Over-age students primary,2011,5.32418
TUN,SE.PRM.OENR.ZS,Over-age students primary,2010,5.98946
TUN,SE.PRM.OENR.ZS,Over-age students primary,2009,6.06598
TUN,SE.PRM.OENR.ZS,Over-age students primary,2008,6.79814
TUN,SE.PRM.OENR.ZS,Over-age students primary,2007,7.85454
TUN,SE.PRM.OENR.ZS,Over-age students primary,2006,10.05056
TUN,SE.PRM.OENR.ZS,Over-age students primary,2005,10.50122
TUN,SE.PRM.OENR.ZS,Over-age students primary,2004,10.72482
TUN,SE.PRM.OENR.ZS,Over-age students primary,2003,11.04998
TUN,SE.PRM.OENR.ZS,Over-age students primary,2002,11.32045
TUN,SE.PRM.OENR.ZS,Over-age students primary,2001,13.74696
TUN,SE.PRM.OENR.ZS,Over-age students primary,2000,15.2694
TUN,SE.PRM.REPT.ZS,Repeaters primary percent,2024,
TUN,SE.PRM.REPT.ZS,Repeaters primary percent,2023,
TUN,SE.PRM.REPT.ZS,Repeaters primary percent,2022,
TUN,SE.PRM.REPT.ZS,Repeaters primary percent,2021,
TUN,SE.PRM.REPT.ZS,Repeaters primary percent,2020,
TUN,SE.PRM.REPT.ZS,Repeaters primary percent,2019,
TUN,SE.PRM.REPT.ZS,Repeaters primary percent,2018,
TUN,SE.PRM.REPT.ZS,Repeaters primary percent,2017,11.23848
TUN,SE.PRM.REPT.ZS,Repeaters primary percent,2016,11.52009
TUN,SE.PRM.REPT.ZS,Repeaters primary percent,2015,0.03112
TUN,SE.PRM.REPT.ZS,Repeaters primary percent,2014,6.82369
TUN,SE.PRM.REPT.ZS,Repeaters primary percent,2013,7.2111
TUN,SE.PRM.REPT.ZS,Repeaters primary percent,2012,
TUN,SE.PRM.REPT.ZS,Repeaters primary percent,2011,
TUN,SE.PRM.REPT.ZS,Repeaters primary percent,2010,5.95452
TUN,SE.PRM.REPT.ZS,Repeaters primary percent,2009,6.78293
TUN,SE.PRM.REPT.ZS,Repeaters primary percent,2008,8.45843
TUN,SE.PRM.REPT.ZS,Repeaters primary percent,2007,7.41059
TUN,SE.PRM.REPT.ZS,Repeaters primary percent,2006,6.05211
TUN,SE.PRM.REPT.ZS,Repeaters primary percent,2005,8.50713
TUN,SE.PRM.REPT.ZS,Repeaters primary percent,2004,7.27938
TUN,SE.PRM.REPT.ZS,Repeaters primary percent,2003,9.15502
TUN,SE.PRM.REPT.ZS,Repeaters primary percent,2002,9.83664
TUN,SE.PRM.REPT.ZS,Repeaters primary percent,2001,14.10834
TUN,SE.PRM.REPT.ZS,Repeaters primary percent,2000,16.15453
TUN,SE.PRM.TCHR,Primary teachers total,2024,
TUN,SE.PRM.TCHR,Primary teachers total,2023,84596.0
TUN,SE.PRM.TCHR,Primary teachers total,2022,81795.0
TUN,SE.PRM.TCHR,Primary teachers total,2021,78774.0
TUN,SE.PRM.TCHR,Primary teachers total,2020,75548.0
TUN,SE.PRM.TCHR,Primary teachers total,2019,
TUN,SE.PRM.TCHR,Primary teachers total,2018,71228.0
TUN,SE.PRM.TCHR,Primary teachers total,2017,70630.0
TUN,SE.PRM.TCHR,Primary teachers total,2016,70399.0
TUN,SE.PRM.TCHR,Primary teachers total,2015,70577.0
TUN,SE.PRM.TCHR,Primary teachers total,2014,65835.0
TUN,SE.PRM.TCHR,Primary teachers total,2013,61002.0
TUN,SE.PRM.TCHR,Primary teachers total,2012,61031.0
TUN,SE.PRM.TCHR,Primary teachers total,2011,59242.0
TUN,SE.PRM.TCHR,Primary teachers total,2010,60186.0
TUN,SE.PRM.TCHR,Primary teachers total,2009,60374.0
TUN,SE.PRM.TCHR,Primary teachers total,2008,59977.0
TUN,SE.PRM.TCHR,Primary teachers total,2007,58879.0
TUN,SE.PRM.TCHR,Primary teachers total,2006,59265.0
TUN,SE.PRM.TCHR,Primary teachers total,2005,59252.0
TUN,SE.PRM.TCHR,Primary teachers total,2004,59610.0
